,username,comment_created_utc,comment_score,comment_text
0,wdroz,1650906969.0,366.0,"* Cargo
* Pattern matching
* .iter()
* rayon
* Traits
* performance

For me, even without the ""main"" feature (memory safety), I would still love Rust."
1,kohugaly,1650909090.0,143.0,"Rust scratches a lot of itches for me, that I had in other languages. Most notable (roughly in order of importance for me):

* very easy to setup on Windows
* high performance
* cargo package manager
* compiler error messages are actually useful (usually)
* declarative programing with iterators, with performance of imperative loops
* argument passing (by value vs immutable reference vs mutable reference) can actually express intent in very intuitive way
* enums and pattern matching
* traits and no classes/inheritance
* memory safety by default"
2,superpudding98,1650904383.0,137.0,"Memory management powers similar to C++, but instead of actively setting you up for failure, the compiler helps and guides you towards a safe solution."
3,h4xrk1m,1650922843.0,22.0,"It's a systems language, but it feels more like python than C++, it's correct like Haskell, and it's fast like C. What's there not to love?"
4,IDontHaveNicknameToo,1650920632.0,185.0,"A lot of people already answered with facts and real Rust features that make the language great, so I am gonna take another route and I write an analogy that I really like. Please take that with a grain(or a bag) of salt though!I really like to compare programming languages to types of parents.

Python - Rich parents that like to think that they care about you by throwing money at everything, you have all the possibilities but zero guidance and help when you have a problem. Overall it's okay but you get irritated by the lack of order. It's fun though if you want to go for all the rollercoaster rides around you.

C/C++ - Parents that do not care at all, you can do everything, they don't really care if you are alive or not. You might think that you are responsible and you will never do something bad but everyone fails once in a while(and then you are f\*cked). When there's a problem your dad/mom drunkenly mumbles something you barely understand.

JavaScript - Your parents have good intentions but don't know what to do with a child at all, they come up with random rules that ""WE FOLLOW"" and make up reasons as they go, overall some of it makes sense but you are confused 90% of the time.

Rust -  You feel that the parents are smarter than you almost all the time. They set up a bit limiting rules that sometimes annoy you (sometimes you even hate them) but then pretty much always when you actually think why they set up those limitations it is because they care about you and what you do. If you are brave enough you can tell them to close their eyes and only then you can do whatever you want, but you know that this should be used wisely."
5,ssokolow,1650910261.0,82.0,"1. Memory-safe (I refuse to work in a memory-unsafe language anywhere but my retro-hobby programming)
2. A [strong](https://cliffle.com/blog/rust-typestate/), expressive type system without having to put up with pure functional programming or the syntactic quirks that come from its relationship with currying. (In [some cases](https://www.fpcomplete.com/blog/pattern-matching/), with stronger compile-time checks than Haskell's defaults)
3. No exceptions or pervasive null to make me wary of hidden states or return paths for my function calls.
4. Sum types (Rust `enum`s) to help better model problems (""Make invalid states unrepresentable"")
5. A [rich](https://www.hobofan.com/rust-interop/) [ecosystem](https://areweextendingyet.github.io/) of memory-safe wrappers for writing compiled modules for other languages in Rust (eg. PyO3, so I can gradually use Rust more and more in my historically Python-centric coding)
6. Produces self-contained binaries that start fast. Great for CLI utilities.
7. Built around a ""if your life falls apart and you can't maintain your code, it should still compile in 5 or 10 years when you come back to revive it"" [philosophy](https://blog.rust-lang.org/2014/10/30/Stability.html). (Compare Haskell, where they're more focused on experimenting with the state of the art in programming language design, even if that breaks builds every now and then.)
8. Great tooling and great error messages
9. Fearless concurrency
10. [Serde](https://serde.rs/) (and crates which integrate with it like [csv](https://lib.rs/crates/csv) and [quick-xml](https://lib.rs/crates/quick-xml))
11. [Rayon](https://lib.rs/crates/rayon)
12. No attempts to ""just let me focus on the business logic"" that make it easy to accidentally fall off a performance cliff.
13. ...probably other things I'm forgetting right now"
6,IshKebab,1650914037.0,41.0,"* High probability of code working first time, with minimal need for extensive testing. This is thanks to the extremely strong type system, focus on explicitness, ownership model, and well-designed APIs. Basically the opposite of Python or Javascript.
* Memory safety and bare metal performance without garbage collection.
* Value semantics! People using reference based languages (which is like 95% of them) don't know what they're missing. How do you copy an object in Javascript again?
* No deal-breaker design mistakes. E.g. I'd like to like Julia but why did they copy the biggest mistake in Matlab (1-based arrays)??

It's not perfect of course. It *is* a very complicated language. It *is* difficult to learn (not as much as functional languages though I would say). Compile time isn't great (but it's good enough these days). Async has tons of gotchas and extra complexity. The build system doesn't really care about purity or sandboxing at all, so caching/distributed builds are unreliable.

But it's still way better than anything else I've used."
7,janig9,1650910376.0,14.0,"In my honest opinion, just because it's interesting. This language breaks the rules that we all know from Java or any other object-oriented programming. The community is pretty young, the patterns are pretty fresh and everyone can invent something interesting. Also I love the fact that people are rewriting well known linux programs (like \`\` ls and so on..) to the rust and it works blaze fast! This language gives me a lot of fun and new (or forgotten :D) knowledge."
8,StressedJoystick,1650910512.0,13.0,"Resource efficiency with memory safety. I came to Rust from the JVM platform and I always hated how much memory JVM hogs and how slow things are, compared to C programs."
9,,1650924907.0,55.0,[deleted]
10,pornel,1650930589.0,12.0,"Others list specific features, but I think the context also plays a huge role here.

For ~40 years there was no real competition to C and C++. There were some attempts, but the other C-killers were either ""C but with a different syntax"" that weren't better enough to justify switching costs, or they were improving productivity/safety by adding a garbage collector or even a VM, and that ironically made them unsuitable to be real head-to-head C/C++ competitors (GC is fine for majority of programs in general, but not fine for any programs that had to be written in C or C++).

So for many decades C and C++ had the no-GC niche entirely for themselves, without any viable alternatives. Rust is a major ""*finally!!!*"" in this niche. It gets huge love just by showing up where no other language wanted to be."
11,theqwert,1650928776.0,11.0,"Having to use C++ at work made me realize the magic of Rust is that you *opt into* things that can cause mistakes instead of *opting out of* them.

`noexcept` vs `Result<T, E>` - Explicit errors
 
`const` vs `mut` - Explicit mutability

`new ` with no `delete` vs `box.leak()` - Explicit memory leaks

`int i;` vs `let foo: MaybeUninit<i32>;` - Explicit uninit

`char` vs `u8, i8, char`, `int` vs `i16, i32, i64` - Explicit int types

`char*, std::string` vs `vec<u8>, &str, String, OsString, Path` - Explicit string types

And so on."
12,mikekchar,1650930069.0,10.0,"Honestly, the very best thing for me is just that the tooling is excellent.  Rust analyser is at the point now where I basically don't ever think about it missing anything.  Clippy gives me insanely good advice all the time.  People complain about compile times, but if you are light on dependencies then it's totally fine.

The next thing for me is the conservative approach for language design.  It's a *big* language, but everything in there has been thought through (more than once).  There isn't much cruft at all.  Most languages have features where over time you realise that it's actually an anti-feature.  It seemed like a good idea at the time, but in practice it didn't work out.  Somehow Rust has both avoided this *and* seems to have avoided the ""design by committee"" problems where people debate for years and then pick a compromise that works for nobody.  I suspect this is due to a fairly insular design team early on and the fact that it didn't get a lot of industry traction during its formative years.  It allowed the design team to move slowly and be opinionated.

Having said that, there are still issues with the language IMHO.  I'm kind of waiting for the next generation of Rust-like languages to emerge.  I think in 10-15 years time we'll see a bunch of really interesting languages that were inspired by Rust.  We're already seeing a few of these poke their heads up out of the sand.  It will be very fun seeing them develop."
13,Saefroch,1650931404.0,10.0,"I feel like I'm the only one who brings this up.

The SO question is not ""do you love X"". It's ""Did you start using then continue using X"".

So the good question here is about why Rust tends to stick. I personally think that it's a mixture of a missing niche and an expectation. For decades you've had to choose between safety and a GC. That's an awful choice to make in some contexts.

But very importantly, I think Rust is intimidating. This is not necessarily a good thing. But I think it has contributed to the survey result a lot: People tend to not try Rust on a whim, and when they do try it they're ready for a tough journey. I think you'd see other languages with similar ""loved"" scores if they were approached similarly."
14,Kitchen_Criticism774,1650922451.0,9.0,"
Because while you code in Rust. The compiler teaches you how to code correctly. So help is just right there.  (Basicallt my life with Rust)"
15,manithree,1650906996.0,25.0,"I programmed in C and C++ until about 2001, when I mostly switched to Java. C++ didn't have memory management back then, and subtle memory mgmt bugs in programs with over .5 million lines of code and dozens of programmers were REALLY hard to find. Even now, C++ doesn't eliminate those classes of bugs, just makes it easier not to create them.

Java fixed a lot of that, but at the cost of high overhead.

Rust is the best of both worlds. Guaranteed safety for certain classes of bugs, but C/C++ like performance. Modern tooling is the icing on the cake. I don't code rust professionally much yet, but I'm trying to get my employer to see the advantages where it makes sense."
16,Feeling-Departure-4,1650930109.0,8.0,Ferris the crab. I kinda love that little guy. 🦀😁
17,Damien0,1650942056.0,7.0,"For me, it is because essentially everything Rust does matches how I think about programming, in a very well thought-out and concise way.

Some things off the top:
- cargo is an excellent build tool
- good documentation is idiomatic 
- the type system is at once expressive and powerful; much like Haskell or an ML, I can often completely explain my problem domain using the type system. 
- it’s fast, memory safe, concurrent, and secure.
- the community is welcoming and interested
- lots of cool tools are built in Rust and help people solve real problems.

Learning Rust has made me a better programmer in other languages (Go, Python, C++), so I do tell people to give it a try and see what all the hype is actually about."
18,globulemix,1650926796.0,6.0,"* Easy dependency management with cargo. Want a new dependency? Add one line in a toml file. Now you want to use that dependency? Everything (almost always) just works.

* Easy setup of the language/compiler in general without cryptic errors.

* Easy testing with cargo. *cargo test*, and again, everything usually just works. No need for testing frameworks that are difficult to set up due to cryptic errors (hi Java).

* Forced, transparent, ""null"" handling. I've found null pointer exceptions to be pretty frustrating to debug.

* Extremely fast performance, with the safety issues of c/c++ rarely needing to be directly dealt with.

* Static typing.

* Interoperability with almost every other language if you need it.

* Great linting in *clippy* and standard formatting across crates that's easy to apply with *cargo fmt*.

* Easy to write code once you get past some of the initial hurdles.

I don't have many people to discuss Rust with, but if I did, I definitely would suggest it if I felt it could be beneficial."
19,Sw429,1650939126.0,7.0,"As an experienced dev, it's not so much that I love Rust as much as I despise a lot of things about other languages that Rust deliberately attempts to fix. 

Also, the whole enum thing isn't bad either."
