,username,comment_created_utc,comment_score,comment_text
0,aenemenate,1539065095.0,7.0,"I think that a very good option is C#. I honestly dont know why python is recommended over this. Most beginners will develop on windows, where c# is vastly superior to develop with. Despite perhaps being harder to learn, I believe it is way easier to continue developing with after the tutorial has been cleared.

There is libtcod and ncurses support (although I haven't used either), and theres also a great, well-supported graphics library called SadConsole. The language has all the object oriented features needed to make a large scale game and it runs relatively fast. It can also be deployed on Linux and Mac.

Another big benefit of the language is that it comes with Visual Studio. The easy to use version management, real time debugging, and the large community behind it has saved me from giving up on multiple occasions.

I honestly cant sing the languages praises enough. My roguelike has come so far and I have this language to thank for making it as easy as possible to achieve."
1,villiger2,1539089204.0,4.0,"I'd also recommend javascript/typescript. It doesn't see like a super popular choice among roguelike devs but I think it's a fine choice. Browser comes with multiple different rendering engines, you can pick what's appropriate for you from basic html, to canvas, to webgl or a abstraction library. You can share your games very easily. There's a huge community around javascript. You get live reloading if you use the industry standard tooling (I often use create-react-app, remove react, and just use it as a live reloading boilerplate). There is a huge amount of libraries and tooling available if you want to use it.

Though I may be slightly biased as I was a web dev for years :)

Feel free to ask any questions."
2,MikolajKonarski,1539099106.0,3.0,"In what sense is haxeflixel proprietary? I see MIT licence on github. I haven't used it, but the language itself seems very modern, with an expressive and strong type system, closures, pattern-matching and free from a lot of the cruft C-like and Java-like languages carry to look familiar to older languages (like the archaic mixfix way of writing type signatures for functions)."
3,Widmo,1539164266.0,5.0,"If you are thinking about Lua I recommend looking at Necklace of the Eye front end. It has its high level control routines in Lua and games using it feature a script in it. There is a pure Lua sample included as well! If you are going to look at internals of NotEye they are written in C++.

Myself I am using D in combination with NotEye. In my opinion Python 3 is also a very good choice to start with."
4,bixmix,1539207410.0,4.0,"Order of precedence when deciding:

* Use what you know.
* Use something you want to learn.
* If you're an absolute beginner, Python was designed to teach people how to program.

Whatever you do, don't analyze it to death.  Pick one and go.  There's no wrong answer."
5,3fox,1539055113.0,6.0,"You mentioned Lua, and a decent switch from GM would be Lua and Love2D. Pygame is roughly comparable, just it's the Python version of a ""simple games framework"". Very easy to start loading in spritesheets and getting a map displaying.

Upsides of Lua: Dynamic language, so you can fling around a lot of ideas in prototyping without stopping to define the data structures concretely. Compact and flexible language. Performance will be a non-issue for most types of things especially when LuaJIT is used.

Downsides: Can make long-term maintenance challenging for both of the same reasons(too few static checks, language isn't ""batteries included"" and not really geared towards algorithms-heavy coding). These aspects can be patched over by adding a third-party type checking or build system, libraries etc. Lua is popular enough that many folks have worked on this kind of supporting tooling. There is garbage collection at the core which limits what you can do with respect to real-time performance guarantees(i.e., if you need a guarantee of smooth 60hz updates and your main loop does thousands of allocations per frame the churn and resulting pauses might make it hard to hit that target. It's a relatively minor issue when the main gameplay is turn-based and you aren't rendering very complex scenes)

I am using it on current projects. For the design phase, it's just really important to have a thing working quickly, and when you are in a dynamic language you have a lot of power to ignore formal structure(including popular architecture ideas like ECS) and get to the part where you add the feature and see it work."
6,stolencatkarma,1539037808.0,3.0,"I personally like python. Here's an Atari remake in 200 lines of code using python and pygame.

https://github.com/stolencatkarma/DefenderOfBases

Personally I find picking a simple game then remaking it from scratch to be immensely helpful. 

Although pygame is good for small games I'd go with cocos and variants for anything heavy"
7,addamsson,1539387511.0,3.0,I don't see Java and/or Kotlin in that list. Why?
8,red_mike,1539111363.0,2.0,"You can find heaps of language recommendations, pros & cons out there already.
But if you don't stick with a language long enough, you'll never be able to grok the deeper concepts and become proficient enough to be productive and creative.

You then need to practice implementing what are basically atomic prototypes of features and systems. Break everything down into isolated components so you don't get overwhelmed. In fact, you should forget about the project altogether until you've done this.
 
You say you're sick of writing boilerplate code? Well, turn that boilerplate into a library. That's what programming is all about.
"
9,GSnayff,1539078083.0,2.0,"Thank you for sharing your thoughts! 

What do you think makes c# harder to learn? 

Do you use anything other than the IDE? It's a long time since I used only VS for my code, are there any complexities to doing so? 

What do you mean by realtime debugging? What are the advantages of having that capability? 

If you aren't using the libraries does that mean you have implemented everything from scratch? 

Lastly, do you use graphics/sprites and if so how straight forward is it to implement? "
