,username,comment_created_utc,comment_score,comment_text
0,simion314,1490183935.0,74.0,"Also is the most loved platform by the developers almost 70%
Edit: I found the stats for 2015 about distros:
""Speaking of the Linuxes, Ubuntu is tops among them with 12.3% of the entire OS market for developers. Fedora, Mint, and Debian accounted for 1.4%, 1.7%, and 1.9% of all responses, respectively.""
Debian/Ubuntu based distributions are prefered by developers.
The numbers look different from what you normally see on blogs and conferences but it is explained  by the fact that the stats are world wide, and included the ""dark matter developers"" aka the developers that do work and don't attent conferences or write blogs about the new shiny/trendy."
1,nagvx,1490188842.0,29.0,">Most Popular Languages by Occupation  
>Sysadmin / DevOps  
>JavaScript 73.9%

:\^)"
2,soltesza,1490187680.0,51.0,"This seems like a very good result:

* Windows 41%
* Linux desktop 32.9%.
* OSX 18.4%

Although the methodology seems to have changed but last year's results:

* Windows: 52.4%
* Linux: 21.7%
* OSX: 26.2%

This seems like a huge change, so I suspect the methodology-change skews the results somewhat.

If we take this as correct, it would signify a fairly strong developer shift to Linux desktop. More than 11.4% lost by Windows, 7.8% lost by macOS and 12.2% gain by Linux desktop. Most of the losses by other desktops are absorbed by Linux."
3,ilikerackmounts,1490184687.0,38.0,A little weird that windows is number 1 considering how much of a pain it can be to develop on.
4,burj_al_rlinux,1490190821.0,13.0,"People develop on Android? Or is this the target group?

Seems like the target platform, not the host platform."
5,,1490187702.0,13.0,"Definitely a sign for where we're heading to and it's a good one at that.

While specific operating systems tend to loose importance for the typical user's need, it's still good to see that those who prefer one system for certain (which is GNU/Linux in that case) earns some more spotlight.

Now companies other than Canonical just need to get us rid of the forced need for a CLI and make everything even more user friendly with good UIs and where are almost there.

Overall GNU/Linux became a great system over the past years - also due to Ubuntu and Mint - which is good to see."
6,subdiff,1490186767.0,8.0,"That's an impressive growth when compared with last year, where Linux was behind MacOS and Windows usage was at over 50%."
7,jampola,1490198613.0,6.0,"I would love to see what percentage of OS the 1% of sight impaired devs use. Seeing that amount was really an eye opener for me.

Edit: oh FFS, excuse the pun. I swear that was unintentional!"
8,s0r00t,1490217459.0,3.0,Dektop Linux? Is that another Debian derivate?
9,idrumlots,1490219009.0,3.0,"Only clicked bc I thought 'Dektop' was a distro I'd never heard of.
"
10,RyanJthegreat,1490185680.0,2.0,"probably a noob question, but why do the percent values they give add up to far greater than 100%? Surely there can't be more than 100% of developers developing?"
11,mishugashu,1490204859.0,1.0,"macOS is definitely prominent in all the dev companies I've worked in. Something like 70-80%. Linux beats out Windows, though."
12,,1490221990.0,1.0,Wait. The third is Android? Who the hell is developing on Android?
13,TwerkingSlothFetus,1490245426.0,1.0,"dektop linux
kek"
14,bighi,1490266657.0,1.0,"I don't use Linux, I use GNU/Linux!

No, wait, I use i3wm too. So scratch that, I use GNU/Linux/i3wm.

Wait... I also use Vim, Chrome, Telegram and IRC.

My OS of choice is GNU/Linux/i3wm/Vim/Chrome/Telegram/IRC!

Wait, I forgot about urxvt and tmux. I give up. Whose idea was it to list tools along the name of the OS?

(Sorry, I just had to make fun of some people.)"
15,blackcain,1490202988.0,0.0,"OK for godsakes, can we fix the spelling in the title?  "
16,nuephelkystikon,1490201959.0,-1.0,"What exactly did you expect? Lots of companies have contracts with Microsoft, and you can't really develop on OS X or handheld systems."
17,l_o_l_o_l,1490186252.0,52.0,"> dark matter developers

I like the sound of this"
18,pfannifrisch,1490188990.0,18.0,">Debian/Ubuntu based distributions are prefered by developers.

Probably because Ubuntu has the strongest support when it comes to third party packages. I really hope flatpack will change this in the future and allow every random distro to be able to compete when it comes to availability of software."
19,I_AM_GODDAMN_BATMAN,1490230695.0,1.0,TIL I'm a dark matter developers.
20,sarge1016,1490193939.0,18.0,That...that doesn't even make sense.
21,,1490202011.0,32.0,[deleted]
22,soltesza,1490263928.0,1.0,"Apple's relative loss is a shocking 30% in one year. 

Now , that should make them thinking about the next Macbook refresh."
23,lykwydchykyn,1490196645.0,20.0,"Consider that the survey also showed Visual Studio as the top IDE, and SQL Server and C# among the top databases & languages, respectively.  If this is your target platform, you'd be fighting uphill to use anything else.

Add in corporate desktop policies, commercial software support, and 20+ years of desktop dominance, and it's hardly surprising to see it still hanging out at the top.

The real surprise is how HUGE a difference this is compared to the general public, where windows generally comes in around 85-90%."
24,burj_al_rlinux,1490190760.0,34.0,"I was quite surprised to find out how many people actually make software on Windows, filter bubble man. Back in the DOS days we all knew that games like Commander Keen and Doom were developed on Unix like NeXTSTEP but just published on DOS.

I live in this interesting filter bubble of programming languages which treat Windows like an afterthought. Python, OCaml, Rust, Haskell, Scheme, their windows support is dismall and they are all like ""Yeh this doesn't work on Windows and we have no intention to fix it because no one uses Windows, tell them to get fork, then we can fix it.""

But apparently shit like .NET is pretty huge as well which was purely designed for Windows and I guess F# is basically  ""OCaml for Windows"""
25,murtaghj,1490188912.0,6.0,"I work for one of the big US tech companies (Not Microsoft) and yes windows cannot be a real pain to get started with. We mostly use python in house so the windows guys have allot of setting up to do before they can start working. I use Fedora and once I setup my proxy settings I can clone all of the projects im working on and start working right away. Easy 

The main pain for me is Email.... and lync "
26,simion314,1490185471.0,9.0,"At my job we are 3 devs, we work remote, Web dev PHP&JS, the other 2 use Windows, it works fine for them, I assume ithey have a wizard that installs php/mysql/git/npm .. , they never complain about Windows. I use Linux but my work is inside a Linux VM(Linux inside Linux), so I do not contaminate my main OS with development tools,"
27,e_ang,1490194128.0,9.0,"Not weird at all, many devs are forced to work on Windows by their employers."
28,mighty_bandersnatch,1490201970.0,2.0,"If you work for a bank or any such large enterprise, Windows is what you get.  Ask for Linux and they'll poop their pants."
29,slacka123,1490246383.0,2.0,"Also Linux Kernel(or the way Ubuntu configures it) handles heavy load better than Windows. So under linux, I can do a make -j8, but when I boot to Windows I have to do a make -j7 to have a responsive,  usable system. "
30,Windyvale,1490197666.0,2.0,"It's because of Visual Studios, which is admittedly an incredible environment to use."
31,l_o_l_o_l,1490186287.0,1.0,Surprise !
