,username,comment_created_utc,comment_score,comment_text
0,,1613850176.0,22.0,"Dude, you should post it on r/cardano, they will like it!"
1,manyQuestionMarks,1613853636.0,50.0,"Also a blockchain developer here. I've been working with ethereum and eosio over the years and I agree that being able to run wasm is a major advantage you get from developing in Polkadot.

However, I think that the best, safest paradigm to develop SCs is the functional paradigm. Haskell is a difficult, complex and quite unknown language, but is extremely powerful and solves a lot of issues for smart contracts. 

Developmentwise, although Polkadot delivers a relatively easy and understandable set of tools, Cardano is a good chain with a lot of potential as well.

I believe both chains can co-exist"
2,doorknob01,1613869542.0,4.0,This is extremely helpful. I've been weighing their pros and cons for a while now and I picked up a lot from your insight.
3,ZionEnglish,1613849878.0,17.0,"Haskell is not the only language they support though 0.o

You can also use solidity with their KEVM, and they have a system upcoming that will allow you to write in just about any programming language (namely Java, C++). 

I love both projects, and I think they’re trying to solve two separate, but related issues. I just don’t think it’s healthy to misrepresent one side. 

note: i don’t have a direct link to a source for my claim about languages (i’m on my phone, making breakfast). I can find it if you really want me to, though."
4,ipalvr,1613865720.0,4.0,"u/boon4376, what do you think about ETH 2.0 when it’s fully rolled out?  Btw, I’m big on DOT."
5,MrIndoChinese,1613871048.0,3.0,"Cardano has its chance back in 2018.. I've switch half of my porto to DOT. BSC predicted and had win midterm, but the fully decentralized DOT with cheaper gas fee (compare with you-know-who) will win the long term game.."
6,cheekygorilla,1613864284.0,4.0,Now do one for cosmos
7,gkaykck,1613861686.0,10.0,"As a Cardano shill, as expected I cannot agree on most points here except the docs. Cardano's docs suck big time, but then its smart contracts are not deployed yet. So I don't think this is also a good point. 

Moving on, Cardano, AFAIK is really focused on long-term development, and for long-term development, a functional language really is the way to go. The latest developments in programming are mostly embracing this idea and moving forward with it. Saying most developers are not functional developers, is very naive at best. Current JS is mostly developed with functional parts while ignoring OOP parts of the language. React went full in the last years, and the movement is just getting bigger. I tend to try to teach functional paradigms and focus on those more with my juniors, and I am able to get way more quality output from them in a shorter time in comparison to OOP.

BUT, even so, none of this matters. AFAIK, you can literally move your Solidity application without re-writing it completely to Cardano chain with the VM. Which is supposed to outperform Etherium at its own game. I don't know, maybe it won't happen, but that's the plan. 

Also, Haskell is a really cool language that most good languages borrow heavily from. Try it if you haven't! I started recently learning it just to play around with Plutus and Merlowe on Cardano.

Another issue I have with the proposition is that, Cardano actually can onboard more people faster due to Merlowe. It's a really cool language, where making horrible mistakes like locking funds in broken smart contracts is really impossible. I feel especially naughty when posting about this to a Polkadot subreddit as that's what Polkadot guys suffered from even before starting development. Merlowe is going to enable many people to write smart contracts without knowing ""blockchain development"" knowledge. I am one of them, this was the first time I wrote a smart escrow contract, and everything felt natural and smooth. There is even ""blocky"" version of it, where you can drag-drop smart contracts. I don't think anything on Polkadot  can beat that!

In the end, I really like any kind of development in this space. I liked how Polkadot approaches current problems at hand with a really novel approach of parachains. I just tried to counter some of the ideas in the post which I don't agree with. I have no problems with how Polkadot approaches programming. I think both Cardano and Polkadot have lots going on for them atm.

My reasoning when it comes to investing both time and money(or becoming a shill), why I went with Cardano instead of Polkadot is not programming-related though. I didn't like how concentrated the value in Polkadot in a small number of wallets, feels a lot more like wall st."
8,Sovereign_Mind,1613848134.0,13.0,Bro im almost there keep going fuck
9,BURKSHOLD,1613870436.0,3.0,Great information guys! It’s a beautiful and positive thing when we share our knowledge
