,username,comment_created_utc,comment_score,comment_text
0,GolDDranks,1485090935.0,6.0,"It seems to me that women are especially underrepresented in technical hobbyist/early adopter communities, and that might be something we can do little about.

There might be something we could do better right now, but then again, if there is simply no interest it might be very hard. Not to say that we shouldn't try.

But at least that would mean that there surely is one direction that helps everybody: grow bigger and stop being an ""early adopter"" niche. We're getting there sooner or later!"
1,pwgen-n1024,1485090943.0,4.0,"While these results look bad they are not surprising.

1. there is a really really high uncertainty for the rust results, so we can not be sure if they carry the message we assume they might carry.

2. rust is not too relevant for hiring (yet). women represent ~20% of employees in tech, but are at around ~1% or less in open source.

3. rust mainly recruits from the C, Haskel (and some python, i think (are there more detailed studies for this?)), which are not very female-dominated, even speaking in tech terms.

i am not just making this up, this is supported by the survey. salesforce, ruby and wordpress are technologies which are useful for a job right now.

matlab, R and hadoop are data science tools, so useful for a job, too, but the job is probably something not primarily computer-sciency.

C, Haskel, and python are all on the male side of the graph.

that is how things are right now, and why they are.

now we can think about how to change them. sadly i am a bit out of ideas for that one, the rust community simply is really non-hostile. i think there is only so much that can be done by an open source community. the main life goal orientation happens in teenage years. 

as its a lot easier to ask people that are with us what brought them here, then to find out what made people that are not here not come, maybe we should do that, and push those things even more.

i personally think that the right way to go about equality is to remove barriers, structural disadvantages and the like and then let things equalize themselves. this is hard to do (see previous paragraph) so contradicting this sentiment **i would like to ask everybody reading this who is a woman to share what makes them be here/use rust**, so that we all can build on that.

i feel like i phrased some of this posting awkwardly, i hope its still understandable, please pm me suggestions for improvement."
2,nwydo,1485040436.0,23.0,"Well shit. How do we do better?

Edit: I seem to be downvoted, I'm sorry if this seemed glib or unconstructive. It was a genuine question of ""this makes me really sad, any ideas on how we can improve?"". Especially given that we have great people on the community subteam, CoC strict moderation etc."
3,sanxiyn,1485074217.0,7.0,"This matches my impression.

I was nearly flamed when I said in 2015 (near Rust 1.0) that despite efforts, participation of women as ratio didn't seem to have increased at all compared to 2013 (when I first joined), and suggested that maybe we are doing it wrong.

Many said my impression from the internet may not be representative of actual uses. Well, StackOverflow is also ""from the internet"", so I guess you can say the same. I still think maybe we are doing it wrong."
4,analogphototaker,1485043341.0,-1.0,"Some thoughts:

1. In general, stack overflow is a competitive environment for the people that answer questions.

2. Low level / close-to-the-metal / speed-obsessed programming has sort of a macho feeling about it. For example, benchmarking and comparing speeds of languages is very similar to racing muscle cars.

3. IT has a very strange culture of needing to be correct. ML type systems are all about being totally correct.

4. The women in tech that I know work in either data analytics or front end web design. 

I'm thinking that men (the male psyche, whatever you want to call it), tends to be attracted to competition, glory, etc.

Thought 4 explains why many people aren't looking at Rust (not just women). But anecdotally, more women work in fields not related to rust. So until it becomes more relevant to those fields, I'd say there's nothing to do."
5,,1485161287.0,11.0,"Woman who uses Rust checking in :) 

My response may not be helpful, as I tend to be choosing technologies based on what I find interesting or stimulating and what's been recommended to me, rather than by inclusiveness of community. 

So more specifically, the CEO at my workplace suggested last year that we start using Rust for internal projects, which was my first introduction to the language. 

I was quite impressed by the thoroughness of the borrow checker; the speed relative to other languages I had been using (Scala, Java, and Python), but without some of the nitty-gritty management details of C; and the excellent documentation. I now use Rust for personal projects by default.

I have recommended it to a (female) dev friend who has checked it out and I believe is now learning it. The community does strike me as quite non-hostile and encouraging."
6,carols10cents,1485117487.0,5.0,"I've written/spoken about why I use Rust many times before, [here's one such place](http://www.integer32.com/2016/07/11/why-rust.html). I really can't speak to why other women aren't using Rust."
7,llogiq,1485114850.0,1.0,"I think the 2016 Rust Survey had a question about main language. You missed Java, JavaScript and Ruby, IIRC.

Apart from that, our outreach so far has been quite humble – other communities (e.g. Ruby) have simply been more active last year, so we may get some easy wins by stepping up our outreach. One should however note that the Rust community is still relatively small, so it hinges on someone taking the lead."
8,ssokolow,1485041917.0,32.0,"I get the impression Rust is just the biggest victim of the general ""for my job"" skew they observed in female respondents' responses, so it's probably going to be an uphill battle until more Rust job postings open up."
9,Gyscos,1485040584.0,21.0,"(As a very partial explanation,) I would assume that with a general low representation, noise and errors would have much larger effect (1% of women is ~30 individuals)."
