,username,comment_created_utc,comment_score,comment_text
0,XDcl2mT0rAIklBSUwq,1653488516.0,165.0,I'd really like to see pandas supplanted. Polars's API is infinitely better
1,Knecth,1653512357.0,45.0,"Just today I was trying Polars and comparing it with Pandas for a personal project I've been working on.
I was able to reduce quite a few lines of code (mostly group by and left joins due to the low versatility of Pandas) to just five, and it ran TWENTY TIMES FASTER.

Let me tell you, I love Pandas, but I'm starting to think if more people knew about Polars they'd start switching (or at least mixing it in) quite quickly."
2,ridicalis,1653488276.0,94.0,"I never heard of this before today, but I can instantly start thinking of ways to put Polars to use.  I'm now a little worried I'm holding a hammer in search of a nail.

Edit: a letter"
3,Helpful_Arachnid8966,1653506415.0,17.0,What about some sklearn implementations in rust? Python's parallel processing is quite underwhelming sometimes.
4,Feeling-Departure-4,1653501532.0,15.0,"I think it could replace Pandas in new code, but there is as much of an advertising issue to this as anything else.

For local Spark jobs it's not quite there for me yet, but that could literally come from arrow2 growing pains more the Polars.

Anyway, the devs seem super nice and dedicated to the project so I have high hopes."
5,cigrainger,1653518152.0,13.0,"Can confirm: polars is really excellent. And Ritchie has been one of the most responsive and tireless devs I've seen on such a popular open source project.

I've got to make a shameless plug for [Explorer](https://github.com/elixir-nx/explorer), which is a dataframe library for Elixir that builds on \`polars\`. It's not quite just bindings, as the idea is to have a functional, dplyr-esque API with pluggable backends (e.g. ExplorerSQL, ExplorerBallista). The main/default backend uses Elixir NIFs via Rustler to call polars.

I'm primarily an Elixir developer and would really love some eyes on the Rust code from some more experienced Rustaceans."
6,Shnatsel,1653486244.0,29.0,So what is the performance difference? I couldn't find any benchmarking numbers in the article.
7,Programmurr,1653502692.0,8.0,"An elixir liveview notebook dataframe backed by polars may dethrone some work done with pandas and jupyter notebooks, but there's a really large surface area to consider:  https://www.cigrainger.com/introducing-explorer/"
8,matt4711,1653496702.0,41.0,"The main problem with Polars is that while it is written in rust, the rust api and version published to crates.io is a second class citizen. The python version is updated once a week (taking deps directly from github repos) whereas the rust version can lag behind multiple months. 

That means bugs that are fixed in the python version remain in the crates.io package potentially for a very long time."
9,moneymachinegoesbing,1653495229.0,6.0,"I love polars, but it lacks ergonomics around generic, total DataFrame expressions. Something simple like “give me all columns, their data types, their counts and metadata” can be tough, especially with the lazy api. Maybe I missed something, but df.describe with a 6GB file tends to be the first place I look, and I had a lot of trouble implementing this. I think the core missing piece surrounds functionality with dynamic data, as in pipelines, where knowledge of column names and column types is difficult to establish dynamically. For exploration, it’s bar none. For automation, I found a lot lacking."
10,DO_NOT_PRESS_6,1653520960.0,5.0,"Man pandas is useful but its API drives me nuts. I'm constantly googling ""how does this work?"" The apply function docs say ""it tries to do the right thing"" ffs."
11,nyc_brand,1653501936.0,6.0,"I am a machine learning engineer by trade who loves rust. In my opinion it will not. Most people who use pandas are people who would never put in the time to learn Rust, as they can do most of their job in python."
12,babuloseo,1653544267.0,1.0,How about we get a decent Jupyter notebook setup going first.
13,VTWAX_ONLY_INVESTOR,1653499302.0,-26.0,"No, No it won't. Rust is wayyyyyy to low level for data science."
14,DontForgetWilson,1653491008.0,70.0,"This.

Change is slow when you have really powerful but flawed tools (such as git). When there is a chance for an equally powerful and less flawed one to overtake the incumbent it is a huge bonus."
15,SinusoidalElephant,1653496583.0,15.0,"It's not just pandas though, it's everything else that Python offers and Rust doesn't (so far)."
16,gravitas-deficiency,1653518087.0,2.0,"Not to mention, pandas performance is just godawful in so many common cases (like, oh I don’t know… ***iterating through rows***)."
17,rikyga,1653541561.0,0.0,i would be onboard with a better pandas...but is the API the problem? example?
18,ricklamers,1653495047.0,23.0,A wise person once said “great tools are half the job” 😁
19,Helpful_Arachnid8966,1653506545.0,7.0,I have to add that would be awesome to have other tools that can work with Polars Dataframe objects. Or at least have a list of the libraries which already work.
20,jorgecaleitao,1653558726.0,6.0,"\> but that could literally come from arrow2 growing pains more the Polars

Arrow2 dev here. Could you elaborate? :)"
21,juanluisback,1653487360.0,38.0,"We didn't conduct our own benchmarks for this post, but in this comparison from \~1 year ago, Polars emerged as the fastest [https://h2oai.github.io/db-benchmark/](https://h2oai.github.io/db-benchmark/)"
22,ritchie46,1653498016.0,100.0,">That means bugs that are fixed in the python version remain in the crates.io package potentially for a very long time

We release every month to crates.io. I Don't think that's too bad, is it? Our hands are a bit tight here, because we are tightly coupled with arrow2 and we (in arrow2) are willing to do minor backward incompatible changes to make the libs better. That means that for python polars we can release every week, because we patch cargo to point to a specific git version. However you cannot publish to crates.io, if any of your dependencies point to github. I don't think its too bad, because you as a rust use can always point to our master, until we issue a new release next month.

**edit**: formatting"
