,username,comment_created_utc,comment_score,comment_text
0,booooomba,1628198315.0,8.0,"It's also interesting to note that Dart is ranked at #7 in the Loved-vs-Dreaded category. Dart programmers are happier with their language than Swift, C#, Go and even Kotlin programmers."
1,hillel369,1628233213.0,8.0,"Thanks for your analysis, I agree with many of your points.

With regard to Flutter Web I think its production status depends heavily on your specific use case. We've shipped a Flutter Web app to production ([https://demo.invoiceninja.com](https://demo.invoiceninja.com/)), there are issues but most of our users are happy. Not all apps need/want SEO and slow initial load times are less of an issue if users keep re-using the app as it's cached as a PWA."
2,_somename_,1628200443.0,11.0,It's really worrying the amount of $ a flutter dev earns.
3,Responsible_Indie,1628215679.0,2.0,Thanks for the analysis. I've been a back-end programmer for my entire career and I'm looking forward to learn a bit of flutter this year.
4,josea-2021,1628245795.0,1.0,"But Flutter needs better datasource managers to make working with REST and databases easier.  
It also need libraries for direct work with client-server databases.  
The community should also have a highly sophisticated datagrid, with groupings, filters, multilevel headers, ...  
For professional work these characteristics are essential, you just have to see the characteristics that NET and C# have in these areas (ADO.NET, Entity Framework, ...)  
Dart also needs a modular, cross-platform system to chunk out bulky applications.  
In the desktop and web world, these extensions are necessary so that Flutter can address the development of large business applications."
5,JimmyUpdyke,1628245006.0,0.0,"""Dart has less language features compared to Java/C++"" -- I disagree. I have 30 years experience with C++ and 20 years experience with Java. Tell me something that can be done in C++ or Java that cannot be done better in Dart.  
""Flutter Web and Flutter Desktop are not ready for production, so don't count on those advantages for single enterprise deployment"" -- I work for a big corporate and we develop Flutter Web apps (not web sites) for use on our corporate intranet. Also, we are very happy re-using Flutter code from our iOS/Android development in our Flutter Web development  :-)  


Personally, in my own time, I develop Flutter Desktop software targeting macOS and Windows. Love it  :-)"
6,Competitive_Catch187,1636510446.0,1.0,Bien
7,intertubeluber,1628198828.0,9.0,"As someone with experience in c#, JavaScript, some Java, and Kotlin, I was surprised Kotlin didn’t come in higher."
8,cloudster314,1628274074.0,2.0,"Wow, nice job with that app!  I'm going to show this to my co-workers.  Cool.  This looks super professional.  Way to go. Congratulations on getting that initial load time down.  :-)   I'm just curious, can you share if you are using or plan to use your production app with Flutter Web?  Or, are you using Flutter Web for the the demo portion only and your production web app is on something like React or Angular? 

I'm planning to use Flutter Web for the internal staff dashboards after login.  This will eliminate the problem with the SEO (don't need the SEO on the dashboards). 

BTW, did you add the loading bar at the bottom of the ""splash screen"" with standard JavaScript? If it is a standard package, I hope to use it too.  Otherwise, if it's custom, I can implement my own, I think.  I'm assuming you put it in \`project\_root/web/\` and connected it to \`project\_root/web/index.html\`

&#x200B;

Thanks for sharing this Flutter Web example.  This type of information will increase the chances that we'll use Flutter Web for deploy."
9,cloudster314,1628202118.0,9.0,"I believe that the low $ is temporary and that the $ will increase as enterprise adoption increases.  Realistically, as Flutter is relatively new, most deployments are for smaller projects.  As the confidence in Flutter grows, we will see more complex applications.  As the complexity of the application grows, the $ will increase.  In my own case, I am only using Flutter for small example projects at the moment.  However, we are evaluating it for wider use.  At the current time, most Flutter projects are not business critical.  I believe it will change in the next year."
10,lets4r,1628236515.0,7.0,"I wouldn't worrying about this. The salary in dollars is global and is not a good indicator. We should have the salary per country to reflect its real value. When we look at the salary per role in USA, they are no salary below $70k. So we can say that a lot of respondents are outside the USA concerning Dart.

Without all the data I can only make hypotheses:  

- A lot of Flutter developers come from India (12.6% of respondents) and are underpaid compared to US developers.

- A lot of respondents don't have a lot of experience and/or are students or without any job at the moment.

Edit: formatting"
11,desertsandman10,1628215608.0,2.0,What's a new dev earning these days?
12,cloudster314,1628274942.0,2.0,"For learning purposes, Flutter on Android is likely the easiest.  If you want to try it with your own backend, you can use a number of packages such as [http](https://pub.dev/packages/http), [dio](https://pub.dev/packages/dio) to handle the network connection easily.  If you want to use an existing backend, there are many examples for Firebase.   It is easy to build for iOS, desktop, and web too.  However, you may encounter some issues with some package support.  iOS support is pretty good if you have a Mac to work with.   If you're on Windows or Linux, use Android.  You'll be able to get usable mobile apps up quickly and it will be satisfying.  There's a lot of resources out there.  Let me know if you want my personal opinion on learning resources to get started."
