,username,comment_created_utc,comment_score,comment_text
0,mostancient,1645430876.0,68.0,"That's the worldwide average if I'm not mistaken. A huge portion of Flutter developers (probably 90% or more) live outside the US, and a major chunk of that is in developing countries."
1,eibaan,1645437598.0,18.0,"IMHO this doesn't mean anything.

First of all, I'd never base salary on a language but on a job. 

Being a developer is what matters. I'd expect that you use whatever language and framework is required. Knowing multiple languages and/or frameworks is a plus. But problem solving skills and team skills are IMHO more important.

You might think that those guys working with Clojure are better programmers and hence are better paid, but that's not the language but the people. Good programmers tend to get attracted by more sophisticated languages. But they probably would be good at any language. So just by learning Clojure, you don't automatically get a higher paid job."
2,ouaochi,1645448129.0,16.0,"Had a look at the [raw data](https://info.stackoverflowsolutions.com/rs/719-EMH-566/images/stack-overflow-developer-survey-2021.zip) collected. Here are the top 10 countries by nr of dart developers, and their median\* salary. You can clearly see how India outnumbers USA 2 to 1, with 10x smaller salaries. In other words, the ""lowest paying"" stat tells us more about where Flutter is most successful **now**, rather than what you will make if you follow this career path.

&#x200B;

|Country|Dart dev count|Median Salary|
|:-|:-|:-|
|India|961|10.056|
|USA|419|113.500|
|Germany|297|64.859|
|Brazil|205|19.515|
|UK|156|71.093|
|France|133|43.239|
|Italy|123|29.511|
|Turkey|118|19.728|
|Canada|117|71.850|
|Netherlands|88|52.536|

\* Median is what SO also used in their formulas, not average. This is the correct formula to use imo, but wanted to mention it for clarity."
3,RenSanders,1645430887.0,25.0,"Isn't it quite obvious why? Pay is proportional to how rich the company you are working for is. It has nothing to do with sophistication or technology.

Most companies that adopt flutter are newer companies. They don't have much money to spare.

Things will change in the future."
4,reddit04029,1645430941.0,3.0,"The demand for it is not just there yet. Well at least not as much compared to other ecosystems like Javascript and native mobile development. 

Will it boom soon? Idk. But I do hope so."
5,Darkglow666,1645570095.0,3.0,"I am happy to be the exception. I've been working with Dart professionally for many years (long before Flutter), and have never made less than $100K/year USD. My latest offers for Flutter positions have all been $160K+."
6,NMS-Town,1645430852.0,6.0,Good thing it's just a hobby I play with.
7,KOala888,1645438521.0,2.0,"My experience is different, and as Flutter is still pretty fresh if you start now you will become an expert in a few years and once it catches up, even more, you will be in a great position."
8,PanicV2,1645478091.0,2.0,"Likely because Dart isn't very well known, outside of Flutter.

Now, if you have the skillset to build quality Flutter-compatible versions of existing libraries from other languages?  That says a lot, and you'll get paid. 

(Hell, if you have that skill set, especially if you know C++ too, let me know if you are in the USA)"
9,esDotDev,1645478379.0,2.0,"My guess is 2 main reasons for this. As everyone mentioned, Flutter userbase skews to asia so that will bring the avg salary way down.

Also I don't think there exists the huge 6-figure salaries for dart, that you see in the tech world for native or JS developers, which would pull the avg way up. ie FAANG are not hiring a ton of dart developers."
10,agilob,1645447402.0,2.0,"1. It's a niche
2. Dart and Flutter have very low entry level, so attract developers with no prior experience or degree
3. It's more popular in lower paying regions than US/EU

I've seen Dart job offers in UK for similar salary as mid-level Java devs get"
11,srona22,1645433637.0,3.0,"Market saturation and market demand.

Aside from that, some people have to bear working 60$ per month low ball offers in some countries.

And bootlickers, be minded that this is nothing to do with company ""Rich"". This is a rip off, and companies can get away with it, thanks to negligence of government or any ruling entity."
12,HexenciaL,1645443143.0,1.0,I guess it depends. I work with Flutter and i gain more than the average junior dev income in my country.
13,Murky_Ad_1901,1645527167.0,1.0,I’m in Vietnam and it’s quite true. Mind if I ask where you are?
14,Murky_Ad_1901,1645527483.0,1.0,"I migrate from Android which is a quite heavy architecture framework to Flutter. My projects are  at least in 3-tier, still couldn’t get a job on upwork due to such high competent"
15,react_cucumber,1645431440.0,15.0,"Exactly, the average js dev in my country makes about 24-25K per year, and it’s considered upper middle class . Comparing react-native dev’s salaries to Flutter devs’ it’s nearly the same."
